Modelo,Accuracy,F1-Score,AUC-ROC,Tiempo(s)
Gradient Boost,0.8930790348215576,0.709478407178912,0.9530359316407023,78.23901343345642
XGBoost,0.8995809854067331,0.7400758668590052,0.9585338636108569,7.440140962600708
Ada Boost,0.8718186884636819,0.6263537906137184,0.9314931427126925,38.04682779312134
